stop_id,stop_src_id
B_220,"['45F49CB8AF1C2452', '001335']"
B_661,"['812BADEFE34FF99F', '001374']"
B_12351,"['FE235D7DCABCA944', '6C5D3C3EEFF28EE6', '002658', '327', '328', 'E3E26EC8322AC889']"
B_30116,['30220834842952E1']
B_30117,['FFE2A036843CD6A3']
B_30118,['4BF5699F5C8308BC']
B_30119,['33F3C429C71DA237']
B_8143,"['27EF80951F8ED49E', '1223A35DAB7AE8B0', '91BFB3B5DA1A8B84', '002923']"
B_8144,"['155312688CBEC518', '002924']"
B_8141,"['ECF82695F45C45F4', '002925']"
B_8139,"['171EF748C9B50837', '002926']"
B_8140,"['55014014633B8CD4', '002927']"
B_10245,"['07142A6203E50A47', '002928', 'B75CD6E70417E21B']"
B_8147,"['E92E009DE3307F85', '002929', '471442D7E30D26EB']"
B_12520,"['C9EA7B56F1197D16', '001819']"
B_1704,"['A1C5849926BE3289', '001820']"
B_13024,"['4E279C21A109E9E3', '001764']"
B_1706,"['F282012BBB2865E5', '001824']"
B_1707,"['B550EC84B77440F8', '001825']"
B_12463,"['815BC43527FD9247', '003225']"
B_8148,"['B3F2EC8E42FA3184', '002919']"
B_8146,"['2307DECBF51E9D7F', '002920']"
B_8145,"['13B87ED5725EE00D', '002921']"
B_8142,"['4A195F954ACD67C5', '002922']"
B_9059,['75E163C6EB446CF2']
B_9061,['32C7B8C7F75D2A47']
B_12374,['2C1D3DD666AA001F']
B_9068,['72387FDE57DCCED4']
B_30121,"['8B8DDE8FC3A125B8', 'F53701B052A07DE1', 'AE6C9CC13AAF157D', '38F4F6A39C28DEB5', '002977']"
B_9069,['ACD50EDB57CC1618']
B_9067,['8111C852B4D849ED']
B_4269,['950668CA03FE879F']
B_12373,['4FDF5E1EC677A66C']
B_10264,"['28D4FD61902C9392', '002724']"
B_8237,['D8546484A0E78938']
B_8239,['AC90B7B4927E1D60']
B_13111,['F496F08DBC291A50']
B_13112,['34E91A304CD09953']
B_13113,['A8EECA8BC371A833']
B_13114,['5D02EA6BD9FE152F']
B_8243,['356CA6CC22F1D24B']
MW_40420,['4B792EF191200C0D']
MW_40418,['1FFC3F4F451D2633']
MW_40419,['AE96DC654F4EB72E']
MW_40424,['D0EF3714A115BB3F']
MW_40423,['D0EF3BE4408865DE']
B_30122,['9774D8AAAD859409']
B_13348,"['EA0A89C7D56C46DF', '32477B342BF2DC22']"
B_30127,"['ECB8FB3328B3E1F5', '6B0535DA4880425B']"
B_30126,"['808CA5FECCC6646D', '003613']"
B_6056,['317D787EB897C4E8']
B_9032,"['AD78D43BCE88067A', '001813']"
B_9031,"['967B80D5CA41A8A8', '003538', '91929D42214F3D7F', 'AFEFDF25A955C72C']"
B_30106,"['C970D8254790191E', '003605']"
B_6084,"['B3DB8C238950F895', '0333C7A4008A8DE3']"
B_13249,['45D5520FF3329255']
B_30129,"['E0BAA3364D0CE860', '9762FC524B26C4A7', '003589', '5BEC0CCDD7EE4A8C']"
B_12532,"['77CDA845262FB8CF', '002594']"
B_1056,"['883E42D32C6AD101', '001759']"
B_10364,"['A9478A97C59FE581', '002931', '003783']"
B_6283,['512C07C3D131AB5A']
B_1701,"['094EACC936039B3F', '002933']"
B_30131,"['A5A562A569DAF738', '003659']"
B_30132,"['7B93AB79165E79E6', 'E7057BF64CF7D89D', '6A4B371546D489BF', '14157BA5C06B0B6B']"
B_13328,"['D3B54388E91DAB57', '001868']"
B_951,"['5BD8484E82721AF9', '001831']"
B_30135,['07DDACD9B6D3CF79']
B_12883,"['F16C067FBC346D71', '161', '87E436C0C5646BCE', '134']"
B_9899,"['EF0567DCF0D20204', '001946', '207', '71C5FC4FF2FDE0CA']"
B_9589,['8CF45DD1D6B1FA4D']
B_1499,"['28B264A688848238', '25D811895B82ABCA', '001028', 'CE1BEC7176C47D52', 'C8811A27E4B64581', '72F743E4D464E498', 'A7F67878C66E1A1C']"
B_13071,"['B4EBE05A59376062', '003337']"
B_30,"['33D9DBB7E4754BFD', '002422']"
B_31,"['3E63535258CAA9BB', '002423', 'DCE0DAF77EBA1E21']"
B_619,"['9F25118F734F288B', '002408']"
B_632,"['A10A69465DCE5402', '002409']"
B_7137,"['1A9362BE56274030', '002410']"
B_13171,['498836D151ECC5ED']
B_7067,"['4A14A012710E80B1', '001781']"
B_13339,['CF94083CB24CF4E5']
B_13170,"['6B46C7E695EF21CF', '003348']"
B_794,"['06834C0C275F4DDC', '001593', '8A12C30EE2545583']"
B_24,"['DC5AC2E3C1153288', '001056', 'D6D316FEAEC6793A', 'C0B3CCF700EDA89C']"
B_621,"['AF049AE41CC182FC', '001175', 'FACA192DB8589295']"
B_13064,"['FC56A42F8EF929FA', 'E51AC47DDDA21250']"
B_9951,"['591FA32FB4B53682', 'AB0F79ED382081D0', '73CDC61EBA1C9431', '01AA9596DB95A8FA', '53AC50E46ABDA85B']"
Rail_84,['920']
Rail_85,['265']
Rail_87,['270']
Rail_88,['280']
Rail_89,['295']
Rail_146,['60']
Rail_96,['190']
Rail_97,['180']
Rail_98,['170']
Rail_104,['160']
Rail_105,['150']
Rail_106,['140']
Rail_107,['130']
Rail_108,['120']
Rail_109,['110']
Rail_110,['100']
Rail_95,['200']
Rail_77,['1']
Rail_81,['240']
Rail_82,['250']
Rail_83,['260']
Rail_94,['70']
Rail_99,['75']
Rail_101,['230']
Rail_102,['220']
Rail_103,['212']
Rail_78,['10']
Rail_79,['15']
Rail_145,['20']
Rail_80,['30']
Rail_90,['40']
Rail_91,['50']
Rail_113,['80']
Rail_147,['90']
Rail_114,['350']
Rail_115,"['360', '468DB19F9ECA7507']"
Rail_116,['370']
Rail_117,['380']
Rail_118,['390']
Rail_119,['400']
Rail_126,['560']
Rail_127,['570']
Rail_128,['580']
Rail_129,['590']
Rail_130,['600']
Rail_92,['300']
Rail_93,['310']
Rail_100,['320']
Rail_112,['330']
Rail_111,['340']
Rail_132,['430']
Rail_133,['435']
Rail_134,['450']
Rail_135,['455']
Rail_125,['500']
Rail_136,['510']
Rail_137,['520']
Rail_138,['530']
Rail_139,['540']
Rail_140,['550']
Rail_141,['480']
Rail_142,['468']
Rail_123,['460']
Rail_122,['448']
Rail_121,['445']
Rail_86,['275']
Rail_120,['425']
Rail_124,['490']
Rail_45,['NOP']
Rail_177,['QUB']
Rail_32,['YAT']
Rail_31,['TIK']
Rail_47,['TKO']
Rail_49,['POA']
Rail_48,['HAH']
Rail_153,['LHP']
Rail_75,['TSY']
Rail_67,['LAK']
Rail_22,['NAC']
Rail_74,['OLY']
Rail_73,['KOW']
Rail_72,['HOK']
Rail_76,['TUC']
Rail_150,['SUN']
Rail_21,['WKS']
Rail_20,['MOS']
Rail_19,['HEO']
Rail_18,['TSH']
Rail_17,['SHM']
Rail_16,['CIO']
Rail_15,['STW']
Rail_14,['CKT']
Rail_5,['TAW']
Rail_HK,['HIK']
Rail_DH,['DIH']
Rail_KT,['KAT']
Rail_SWT,['SUW']
Rail_TKW,['TKW']
Rail_165_a,['HOM']
Rail_2,['HUH']
Rail_1,['ETS']
Rail_154,['AUS']
Rail_176,['MEF']
Rail_24,['TWW']
Rail_25,['KSR']
Rail_26,['YUL']
Rail_27,['LOP']
Rail_28,['TIS']
Rail_29,['SIH']
Rail_30,['TUM']
Rail_149,['AWE']
Rail_148,['AIR']
B_395,"['001152', '010D8E1BE34538EE']"
B_396,"['001163', '76BE3FDBD820CCB7']"
B_8019,['001022']
B_398,['001080']
B_399,"['001081', 'CEFDCD673C8E07B4']"
B_400,['001079']
B_8017,"['001059', '85CB8068F5EE5C72']"
B_384,"['001060', 'A1034BF3E773BB68']"
B_385,['001061']
B_353,['001062']
B_354,"['001063', '384A48BF88CB0637']"
B_355,['001064']
B_356,"['001065', '7616C33B0351F02D']"
B_12469,['001187']
B_3030,['001049']
B_388,"['001025', 'AE6FE615893E8C89', '3D880BF3426C8C0B']"
B_130,"['001136', '3FCC00D1D01ACD28', 'EF111F2EC49F64AE']"
B_425,['002479']
B_426,['002480']
B_427,['002481']
B_617,['002482']
B_429,['002484']
B_618,['002485']
B_8056,['002469']
B_237,['002455']
B_3178,"['001259', '1A0BCDF4BDC3E1A9', '834CC2324AAFB567', '328C9939240A94CA']"
B_139,"['001260', 'A4EBD881BA65C831', '58C47FBFFF12E65F']"
B_140,"['001261', '05C0C27B083F2C00', '4AEB8A22E18AB111']"
B_141,"['001262', '98AF62607465CE59']"
B_178,['001310']
B_179,['001249']
B_589,['001050']
B_129,"['001052', '83D17F49F5F5B5F1']"
B_112,['001279']
B_59,"['001280', '38D2BF58A38ADCA0', 'BA85309F7551F553']"
B_228,"['001364', 'F8365ACAC0B85C65']"
B_610,"['001214', 'F7F2BD04BE667369']"
B_8055,['002558']
B_418,['002486']
B_320,"['001121', 'D6D316FEAEC6793A']"
B_611,"['001125', 'D95C76946ACCA9D6']"
B_322,"['001126', '9893491C31F043D0']"
B_323,"['001127', '3688FF86BC378100']"
B_507,"['001134', '2FB030D696912BE5']"
B_324,['001135']
B_508,['001129']
B_325,"['001130', '3EBA2CD3F372A531']"
B_326,['001131']
B_612,"['001132', '1EE69CF61423B432']"
B_613,"['001133', '2BAE0D3A6CF25EB8']"
B_382,"['001128', 'FED5FC9BD7B35D53']"
B_637,['001002']
B_392,"['001003', '3015AF669161ADBF']"
B_393,"['001005', '5CE3ECA0F9501DAB']"
B_394,"['001164', '03411E63565CD911']"
B_518,['001157']
B_244,['001041']
B_604,['001085']
B_605,['001086']
B_606,['001087']
B_607,['001088']
B_608,['001089']
B_12986,['002592']
B_609,['001077']
B_245,['001078']
B_256,['001073']
B_258,"['001106', 'F91F9405B5B06039']"
B_257,['001122']
B_8003,['001024']
B_10010,['002378']
B_1270,['002387']
B_1271,['002175']
B_89,['002278']
B_90,['002279']
B_91,['002282']
B_10002,['002283']
B_93,['002286']
B_3015,['002287']
B_94,['002288']
B_3016,['002293']
B_3171,"['002289', '002787']"
B_96,['001321']
B_97,['001322']
B_12,"['001232', 'E060D03C30317F2C', 'F754AED08F0B6B97']"
B_13,"['001233', '2F1AD255E336F1A8', 'FADDB1E247E62936']"
B_100,"['001300', '0DAD41F9AC0A9284', '87A9869FE7A4EF8B']"
B_174,['001313']
B_3000,['003155']
B_10006,['002400']
B_402,['002937']
B_12537,['002579']
B_403,['002385']
B_12525,['002360']
B_3138,['002275']
B_10001,['002303']
B_84,['002304']
B_3225,['002305']
B_87,['002302']
B_181,['001316']
B_3149,['002770']
B_33,"['001216', 'EF17411CD85807EE', '7EFCF7C7857B5B7C']"
B_3002,"['001217', 'D9C6E05CF96CEEAE', 'F35D6943E16A8DB0', '3C20E46D2F60DA28']"
B_74,['001317']
B_75,['001318']
B_10306,['001319']
B_3004,['001320']
B_3005,['002291']
B_8072,['002290']
B_3007,['002292']
B_79,['002285']
B_80,['002284']
B_3008,['002280']
B_446,['002276']
B_13331,['002281']
B_82,['002277']
B_3009,['002359']
B_448,['002362']
B_12538,['002578']
B_1462,['001096']
B_7121,['001102']
B_10314,['001101']
B_7122,['001093']
B_1466,['001100']
B_1467,['001094']
B_1468,['001095']
B_1469,['002502']
B_1470,['002503']
B_1471,['002504']
B_1472,['002505']
B_1473,['002571']
B_1545,['002506']
B_545,['002507']
B_546,['002508']
B_547,['002509']
B_548,['002510']
B_316,['002467']
B_1130,"['002424', 'A70E3450F9432F54']"
B_10307,"['002565', 'D27B34CA3854232D', '42E86F97FAC8F719']"
B_274,"['002557', '003300', '3B254E7FFFCC0A2F']"
B_13204,"['003414', '0ECA7118ADB9577B']"
B_113,"['002439', 'FD0217E6CBC7AB9F']"
B_3034,['002440']
B_7123,['002494']
B_520,['002495']
B_521,['002496']
B_7117,['002497']
B_1448,['002498']
B_1449,['002499']
B_1450,['002500']
B_1451,['002501']
B_13107,['003360']
B_1452,['001097']
B_1453,['001103']
B_10313,['001105']
B_7120,['001104']
B_1459,['001099']
B_1461,['001098']
B_1454,['002740']
B_1455,['002754']
B_1456,['002753']
B_1457,['002755']
B_259,['001143']
B_10241,"['001195', '255CE76A95FC1A80']"
B_1441,"['001032', '8CD39F19DD49D504', 'E51DA37997BE59A8']"
B_360,['001171']
B_647,"['001031', 'CDA6257743B1D479']"
B_3027,['001177']
B_12580,['002678']
B_125,"['001027', '633A3F4B4A5637C2', 'C0CC5119199A40E5']"
B_1305,['001256']
B_1306,['001257']
B_3263a,"['002677', '001266']"
B_12982,['001269']
B_1307,['001380']
B_156,['001294']
B_3247,['001292']
B_3248,['002582']
B_99,['001253']
B_9,"['001229', '15A44CA5ED3AEE5B', 'FD3A4BA146CE57ED']"
B_10,"['001230', '8D7B58ABFAD1F852', 'EA7E50D4ADE95CC2']"
B_11,"['001231', '70245F30FE686EA2', 'F7622E953F7E5D48']"
B_103,['001304']
B_106,['001272']
B_107,"['001273', 'FB4ACCBAB77BE615']"
B_109,"['001275', '1D53F0BB47AB8441']"
B_111,"['001277', '616738F21326814A']"
B_8013,['001191']
B_627,['001070']
B_628,['001082']
B_629,['001083']
B_3025,['001004']
B_12985,['002590']
B_635,['001333']
B_636,['001334']
B_10000,"['002567', '124B8C8972C7E0EC', '85342AE6060B2214']"
B_837,['002547']
B_66,['002548']
B_3036,['002549']
B_67,['002550']
B_10291,['002490']
B_3038,['002491']
B_3039,['002957']
B_3040,['002958']
B_3041,['002959']
B_10315,['002972']
B_573,['002453']
B_68,['002552']
B_69,['002553']
B_12536,['001186']
B_639,['001159']
B_640,['001160']
B_641,['001161']
B_12948,['001162']
B_8053,"['002431', '048A87496B30B946', '1B5E6822783B914B']"
B_234,['002412']
B_235,"['002539', '64FBF17E3209D217']"
B_236,['002540']
B_10297,['002560']
B_3044,['002403']
B_3045,['002402']
B_571,['002492']
B_572,['002493']
B_230,['002566']
B_231,['002537']
B_120,"['002446', 'A0424645102B1D9C', 'BB8FFA4BD4D2501B']"
B_3024,['001040']
B_623,['001066']
B_624,['001067']
B_625,['001068']
B_626,['001069']
B_644,['001165']
B_645,['001166']
B_646,['001167']
B_638,['001168']
B_330,['001115']
B_348,['001111']
B_349,['001112']
B_3116,['001188']
B_377,['001006']
B_378,['001007']
B_267,['001092']
B_268,['001091']
B_269,['001146']
B_270,['001147']
B_271,['001148']
B_253,['001149']
B_254,['001150']
B_255,['001072']
B_389,"['002430', '255401DABB64289D', 'E74202351AF7F37D']"
B_136,"['002438', '69F0130ADB11EF8B']"
B_1400,['002406']
B_116,"['002442', '3CF1CD8C227AB562', '265B143AC892EE78']"
B_3061,"['002444', 'B998E5EA894F464C', '4572EAE6E84619CD', 'B65DB5330193E38E']"
B_246,['001018']
B_247,['001019']
B_248,['001020']
B_249,['001021']
B_265,['001011']
B_266,['001013']
B_380,['001014']
B_381,['001012']
B_328,['001116']
B_329,['001117']
B_1503,['002974']
B_10233,['002573']
B_12568,['002759']
B_1507,['002741']
B_1508,['002742']
B_1509,['002743']
B_1510,['002744']
B_1511,['002745']
B_263,['001075']
B_1438,['002762']
B_1439,['002707']
B_1512,['002739']
B_12984,"['002574', 'DB3C788ACBB6668D']"
B_51,['001368']
B_3078,['001239']
B_901,['001209']
B_902,['001210']
B_3080,['001324']
B_3081,['001388']
B_3082,['001325']
B_3083,['001326']
B_3084,['001327']
B_296,['001247']
B_61,['001282']
B_49,['001245']
B_50,['001246']
B_10229,['003156']
B_747,['001389']
B_12458,['002693']
B_3089,['002782']
B_3273,"['001107', 'B8CAE7A1372554AB', 'C93D9BCDD63A360F']"
B_241,['001144']
B_3251,['002967']
B_746,"['002561', 'B3BC9C1C632F98B2']"
B_142,['001373']
B_143,"['001264', '33D2B3AB9D2CCDF3', '2969EE1DAEAD252A', '9DE043DB23CEDAA8']"
B_10226,['001390']
B_10227,['003157']
B_658,"['002414', '1A070ECEC8EA08E5']"
B_16,"['002563', '6A2B162370C1EA01']"
B_1268,"['002416', 'EEBF538FE7455434']"
B_30021,['002265']
B_10003,['002289']
B_36,"['001219', '19EC738CA52DEFBF', 'B394A0F723FAB84A']"
B_3253,"['001220', '2C86CB44C20CCC97', '65E20C56D5DD0995']"
B_1560,"['001336', '2F08C0AD27647997']"
B_3246,"['001337', '1EB12525E375450A']"
B_40,"['001338', '651601AE1D235E43']"
B_42,['003286']
B_43,"['001224', '5E77ADDA52B97105', '99F26632A4856508']"
B_1551,"['001225', 'A3A9BF4F24607EA4', '9D249890C4EB5901']"
B_12983,"['001362', 'A07D1CF3E65DA64F', '3B39AD1240EB26A7']"
B_914,['001369']
B_915,['001370']
B_1546,"['001382', 'EB077E683E6C8DDA']"
B_46,['001311']
B_159,"['001366', '001386']"
B_2,"['001312', '0A98CAAFE2019AA0', '6679BFB738009E11']"
B_3,"['001226', 'E34948ABDF8285ED', 'C479E1DC6030850D']"
B_4,"['001227', '0E616BB1DFB33C5B', 'EDBB5387A44E2C4D']"
B_5,"['001228', '3DEEC3D4DC381867', '292239388EF150BA']"
B_6,"['001339', '5E416E4DD3488BAB']"
B_7,"['001340', '163F0AD0C3CD4CF2']"
B_8,"['001341', '9DDDCABF063188C7']"
B_306,"['002186', '002185']"
B_307,['002187']
B_308,['002233']
B_309,['002260']
B_310,['002259']
B_13174,['002363']
B_312,['002159']
B_987,['002344']
B_3198,['002383']
B_7112,['002345']
B_315,['002347']
B_321,['001124']
B_327,['001119']
B_3185,['001120']
B_331,['001118']
B_332,['002234']
B_334,['002236']
B_335,['002237']
B_336,['002238']
B_337,['002239']
B_338,['002240']
B_340,['002183']
B_3184,['002184']
B_341,['002227']
B_1486,['002228']
B_343,['002229']
B_344,['002230']
B_345,['002231']
B_346,['002232']
B_347,['001109']
B_1487,['001110']
B_350,['001113']
B_351,['001114']
B_352,['001153']
B_468,"['001138', 'C357F03ABD5AC6AA', '8F5D8F5379BAD19C']"
B_362,['002451']
B_364,['002538']
B_366,['002348']
B_493,['002355']
B_3142,['002357']
B_369,['002358']
B_462,['002160']
B_371,['002161']
B_372,['002162']
B_12466,['002163']
B_12476,['002261']
B_375,['002226']
B_3191,['002691']
B_3192,['002689']
B_3193,['002687']
B_3195,['002684']
B_13051,['002682']
B_510,"['001176', 'FA8CD68ED6042BE2']"
B_506,['001035']
B_3186,['002681']
B_3187,['002683']
B_3188,['002685']
B_3189,['002686']
B_3190,['002688']
B_12951,['002690']
B_668,['002337']
B_491,['002341']
B_7111,['002342']
B_475,['002157']
B_476,['002158']
B_7113,['002346']
B_538,['002221']
B_539,['002216']
B_540,['002218']
B_541,['002544']
B_10308,['002545']
B_1544,['002546']
B_670,['002524']
B_13009,['002525']
B_3235,['002526']
B_8081,['002527']
B_3236,['002528']
B_582,['002529']
B_583,['002530']
B_3238,['002531']
B_585,['002532']
B_223,['001244']
B_672,['001254']
B_736,['001255']
B_284,['001238']
B_285,['001328']
B_286,['001329']
B_12906,['001330']
B_287,['001391']
B_288,['001331']
B_56,['001212']
B_3217,['002514']
B_591,['002515']
B_592,['002516']
B_593,['002517']
B_662,['002518']
B_663,['002519']
B_664,['002520']
B_665,['002521']
B_666,['002522']
B_667,['002523']
B_1535,['002541']
B_523,['002542']
B_1536,['002543']
B_10008,['002219']
B_526,['002220']
B_527,['002217']
B_528,['002354']
B_495,['002333']
B_496,['002334']
B_497,['002335']
B_10370,['002392']
B_12575,['002393']
B_12477,['002394']
B_12479,['002697']
B_135,['002436']
B_498,['002336']
B_12478,['002696']
B_12574,['002391']
B_12529,['001183']
B_12950,['002384']
B_677,['002307']
B_678,['002308']
B_679,['002309']
B_12952,['002310']
B_681,['002327']
B_682,['002311']
B_683,['002312']
B_684,['002313']
B_685,['002314']
B_700,['002315']
B_30016,['002317']
B_12459,['002318']
B_12994,['003287']
B_12925,['002399']
B_8060,['002371']
B_487,['002225']
B_12533,['002389']
B_494,['002223']
B_3202,['002390']
B_13251,['003451']
B_687,['002328']
B_489,['002338']
B_490,['002339']
B_499,['002340']
B_10224,['002224']
B_12455,['002222']
B_594,['002511']
B_595,['002407']
B_597,['002461']
B_598,['002462']
B_898,['002463']
B_599,['002464']
B_10293,['002471']
B_10294,['002472']
B_10295,['002473']
B_8015,['001190']
B_1243,"['001180', 'EE2334043E6E8184', 'D0C67A916767F79B']"
B_633,['001342']
B_675,['001076']
B_8224,['001739']
B_30047,['001948']
B_1272,['002180']
B_3104,['002178']
B_10007,['002177']
B_10309,['002397']
B_1275,['002194']
B_3108,['002192']
B_408,['002272']
B_13330,['002380']
B_409,['002242']
B_3110,['002257']
B_411,['002241']
B_412,['002251']
B_3226,['002381']
B_1538,['002249']
B_652,['002246']
B_1539,['002370']
B_1540,['002255']
B_653,['002258']
B_648,['002243']
B_649,['002250']
B_650,['002244']
B_1537,['002245']
B_435,['002247']
B_436,['002252']
B_437,['002248']
B_716,['002256']
B_440,['002267']
B_3094,['002191']
B_1295,['002193']
B_3095,['002195']
B_3098,['002176']
B_1298,['002179']
B_3100,['002181']
B_1300,['002386']
B_3097,['002375']
B_8066,['002377']
B_413,['002196']
B_3112,['002198']
B_3114,['002197']
B_416,['002349']
B_417,['002353']
B_430,['002350']
B_431,['002351']
B_3113,['002201']
B_3091,['002199']
B_434,['002200']
B_3096,['002376']
B_3106,['002374']
B_12473,"['002596', 'A95174A6FE24B3A6']"
B_3274,"['001258', '18B12EFC0F896CF2']"
B_13173,['003226']
B_1063,['001464']
B_885,['001463']
B_12379,"['002656', '42C6BA7F38987023']"
B_35,"['001218', 'AE917A6FCB7A4422']"
B_155,"['001221', '6EC0583BAD08CA5A', 'FEF3100883F2634D']"
B_1549,"['001222', 'EFA71508B2EBD9B9', '6834AA5A14521A3D']"
B_406,['002273']
B_10312,['002270']
B_407,['002271']
B_8065,['002274']
B_12932,['002268']
B_441,['002379']
B_443,['002269']
B_444,['002266']
B_30012,['003546']
B_12353,['002576']
B_9092,"['002593', 'CC9AE3EF28E5725F', '83B921ED81BE55A9']"
B_12564,['001707']
B_13192,"['003408', '663688103FBA1C52']"
B_12405,"['002897', 'E4B28352C803EAA9']"
B_9095,"['001639', 'CC14CF9E8A163F34']"
B_558,['002298']
B_559,['002299']
B_560,['002294']
B_562,['001376']
B_563,['001350']
B_564,['001351']
B_565,['001352']
B_3085,['002676']
B_12392,['001353']
B_567,['001354']
B_568,['001355']
B_8008,['001185']
B_554,['001359']
B_555,['001360']
B_556,['001361']
B_557,['001375']
B_149,"['001287', '57C02E8F67CF625E']"
B_175,['001293']
B_588,"['001181', '228D031FB197691F']"
B_32,"['002559', 'F701EA01F9ABEC96']"
B_481,['002536']
B_529,['002356']
B_513,['002372']
B_514,['002295']
B_511,['002296']
B_512,['002297']
B_689,['002329']
B_12995,['002388']
B_703,['002352']
B_657,"['001285', '5B0682EF0C8397A2']"
B_3200,['002396']
B_313,['002343']
B_176,['001315']
B_551,['001356']
B_552,['001357']
B_553,['001358']
B_3242,['002585']
B_12559,['002586']
B_3244,['002587']
B_3245,['002588']
B_8006,['001036']
B_161,"['001343', '5EF17508ECE5D9BD']"
B_157,['001305']
B_1565,"['001344', '6546B62F4E723EB6']"
B_233,['001151']
B_813,"['002405', '4A626ACD36F8ED7A']"
B_1563,['001371']
B_13038,['001223']
B_10243,['002918']
B_12551,['003159']
B_8161,['002915']
B_8164,['002916']
B_8222,['001741']
B_8223,"['003056', '001509']"
B_1081,['001509']
B_9020,"['003050', 'A5E27C280260D008']"
B_4150,['001535']
B_13332,['001573']
B_13305,['003477']
B_13306,['003473']
B_30001,['003478']
B_13300,['003471']
B_13301,['003472']
B_13302,['003476']
B_13077,['001416']
B_30085,"['003599', '6A01E709D806A5D6']"
B_1066,['001671']
B_30076,['003329']
B_12553,['001822']
B_12475,['002369']
B_501,['002188']
B_502,['002189']
B_503,['002190']
B_530,['002164']
B_531,['002165']
B_532,['002365']
B_1476,['002366']
B_12474,['002367']
B_535,['002368']
B_903,['001295']
B_12493,['001385']
B_3259,['002773']
B_12977,['002774']
B_1553,"['001387', '4C242D3AEB01C1B6']"
B_3255,['002778']
B_3256,['002771']
B_3257,['002772']
B_3269,['002775']
B_1552,['002580']
B_12470,['002694']
B_13056,['003305']
B_187,['001377']
B_48,['001372']
B_1559,['001332']
B_182,['001197']
B_183,['001198']
B_10319,['001199']
B_185,['001201']
B_12976,['001205']
B_166,"['002624', '8F34B65D8933BA0C']"
B_10361,"['001308', 'DA3EA19D6FC4D037']"
B_1568,"['001383', '2E0D7F52D1608C12']"
B_7125,"['001384', '5C1471822EE10AF3']"
B_190,"['001309', '6DCB4A578EFF1986']"
B_188,"['001306', 'C9071710C1DEE3C7']"
B_167,['001307']
B_12975,['001206']
B_169,['001200']
B_170,['001203']
B_171,['001202']
B_172,['001204']
B_13206,['002562']
B_734,"['001141', '6ACA5143BB7C496B', 'E80FF60621E3B42B']"
B_30056,['003469']
B_620,['002556']
B_457,['002364']
B_458,['002262']
B_1481,['002263']
B_1479,['002170']
B_8028,['002171']
B_450,['002172']
B_451,['002173']
B_452,['002167']
B_453,['002168']
B_454,['002169']
B_3134,['002936']
B_12924,['002174']
B_449,['002166']
B_673,['001008']
B_471,['001009']
B_472,['001010']
B_473,['001015']
B_474,['001016']
B_674,['001017']
B_12923,['002935']
B_659,['002210']
B_484,['002211']
B_3135,['002212']
B_1567,['002215']
B_482,['002213']
B_921,['001628']
B_12927,['002002']
B_911,['001629']
B_12926,['001995']
B_9218,['001426']
B_30074,['003604']
B_30075,['003600']
B_505,['002363']
B_9225,['001440']
B_9226,['001441']
B_743,['001443']
B_9217,['001444']
B_7036,['001559']
B_12578,['002680']
B_1489,['002758']
B_12579,['002679']
B_686,['002320']
B_688,['002321']
B_691,['002322']
B_692,['002665']
B_12946,['002330']
B_694,['002324']
B_695,['002325']
B_696,['002332']
B_697,['002331']
B_12947,['002395']
B_698,['002306']
B_8022,['002326']
B_8016,"['001192', 'E75C2398E14CDF56']"
B_483,['002209']
B_13076,['002182']
B_3160,['002939']
B_3161,['002947']
B_12492,['002954']
B_3163,['002948']
B_13140,['002949']
B_13141,['002950']
B_12528,['002955']
B_12527,['002951']
B_3167,['002952']
B_8074,['002953']
B_3168,['002785']
B_12526,['002786']
B_3150,['002783']
B_3152,['002784']
B_8073,['002940']
B_3153,['002941']
B_8075,['002942']
B_3154,['002943']
B_3156,['002944']
B_12491,['002945']
B_3159,['002946']
B_12728,"['003208', '152']"
B_12796,"['001850', 'B57C2650B7E5C964', 'A08B5AB2B8253F5C']"
B_12797,"['001851', '49CBE0A640F1DA3E']"
B_12799,"['001848', '4AFA4F918F96CD58']"
B_10240,['001854']
B_9564,['001435']
B_12942,['002849']
B_13327,['001603']
B_10239,['001853']
B_12800,"['001852', '266DC8A29740F280']"
B_12798,"['001849', '3CBEDBBD1EE6AC99']"
B_1381,"['001478', 'D3139CF35C894BC8']"
B_1382,"['001479', 'C5888ACE3DDA6B30']"
B_1383,"['001397', '38C2E40346BA619E']"
B_4137,['001534']
B_20030,"['001450', 'E77716C29E34669E']"
B_9027,['001530']
B_10359,['002657']
B_9014,['001476']
B_8054,"['002448', 'E532860B16A18F3C', 'B4BC12D061EC853E']"
B_886,"['001055', '83B717529F9794BC', '78A74247AE9B466E', '74EE2ECB1A3773E9']"
B_9015,['001475']
B_30004,"['003537', '42ED08E8B1829CED']"
B_13326,['003507']
B_4024,['001571']
B_965,['001541']
B_966,['001542']
B_11080,"['001874', '185']"
B_1358,['001697']
B_13313,['001653']
B_30045,['001791']
B_1075,['001654']
B_1142,['001525']
B_10257,['001731']
B_12572,['001732']
B_12581,['001733']
B_1355,['001523']
B_1356,['001688']
B_13011,['002711']
B_8221,['001495']
B_1370,['001690']
B_13224,['003429']
B_486,['002466']
B_7133,['001252']
B_9004,['003148']
B_13023,['002913']
B_124,"['001057', 'A95DD63E3A98FF7F', 'B4962A215D3DFA65']"
B_1581,"['001038', '16F1654702825C04']"
B_1177,['001977']
